geofips,geoname,timeperiod,employment,GDP
998,United States (Metropolitan Portion),1969,76332672,
998,United States (Metropolitan Portion),1970,76529096,
998,United States (Metropolitan Portion),1971,76690968,
998,United States (Metropolitan Portion),1972,78994384,
998,United States (Metropolitan Portion),1973,82553136,
998,United States (Metropolitan Portion),1974,83976312,
998,United States (Metropolitan Portion),1975,82932952,
998,United States (Metropolitan Portion),1976,85068712,
998,United States (Metropolitan Portion),1977,88085984,
998,United States (Metropolitan Portion),1978,92211160,
998,United States (Metropolitan Portion),1979,95317560,
998,United States (Metropolitan Portion),1980,96192408,
998,United States (Metropolitan Portion),1981,97080616,
998,United States (Metropolitan Portion),1982,96574128,
998,United States (Metropolitan Portion),1983,97890712,
998,United States (Metropolitan Portion),1984,102350760,
998,United States (Metropolitan Portion),1985,105527360,
998,United States (Metropolitan Portion),1986,107959408,
998,United States (Metropolitan Portion),1987,110916488,
998,United States (Metropolitan Portion),1988,114554144,
998,United States (Metropolitan Portion),1989,116872032,
998,United States (Metropolitan Portion),1990,118697768,
998,United States (Metropolitan Portion),1991,117923088,
998,United States (Metropolitan Portion),1992,118241776,
998,United States (Metropolitan Portion),1993,120377064,
998,United States (Metropolitan Portion),1994,123222448,
998,United States (Metropolitan Portion),1995,126421592,
998,United States (Metropolitan Portion),1996,129265304,
998,United States (Metropolitan Portion),1997,132366464,
998,United States (Metropolitan Portion),1998,136021696,
998,United States (Metropolitan Portion),1999,138869840,
998,United States (Metropolitan Portion),2000,142396416,
998,United States (Metropolitan Portion),2001,142876016,11874236104704
998,United States (Metropolitan Portion),2002,142590400,12073716154368
998,United States (Metropolitan Portion),2003,143452000,12400061317120
998,United States (Metropolitan Portion),2004,146128720,12881271717888
998,United States (Metropolitan Portion),2005,149308192,13346389622784
998,United States (Metropolitan Portion),2006,152553088,13735373570048
998,United States (Metropolitan Portion),2007,155904064,13989582995456
998,United States (Metropolitan Portion),2008,155704080,13981159784448
998,United States (Metropolitan Portion),2009,150901632,13570753429504
998,United States (Metropolitan Portion),2010,150313120,13907350519808
998,United States (Metropolitan Portion),2011,153263712,14096255680512
998,United States (Metropolitan Portion),2012,155994336,14393210306560
998,United States (Metropolitan Portion),2013,159160192,14599728398336
998,United States (Metropolitan Portion),2014,162856768,14946062565376
998,United States (Metropolitan Portion),2015,166858880,15388563734528
998,United States (Metropolitan Portion),2016,169970416,15686018531328
998,United States (Metropolitan Portion),2017,172911184,16068774985728
998,United States (Metropolitan Portion),2018,176620608,16556928008192
998,United States (Metropolitan Portion),2019,178053904,16953993330688
998,United States (Metropolitan Portion),2020,172343184,16367128412160
998,United States (Metropolitan Portion),2021,177728480,
10180,"Abilene, TX (Metropolitan Statistical Area)",1969,56041,
10180,"Abilene, TX (Metropolitan Statistical Area)",1970,56215,
10180,"Abilene, TX (Metropolitan Statistical Area)",1971,56614,
10180,"Abilene, TX (Metropolitan Statistical Area)",1972,59092,
10180,"Abilene, TX (Metropolitan Statistical Area)",1973,60359,
10180,"Abilene, TX (Metropolitan Statistical Area)",1974,63366,
10180,"Abilene, TX (Metropolitan Statistical Area)",1975,65822,
10180,"Abilene, TX (Metropolitan Statistical Area)",1976,68298,
10180,"Abilene, TX (Metropolitan Statistical Area)",1977,69994,
10180,"Abilene, TX (Metropolitan Statistical Area)",1978,72932,
10180,"Abilene, TX (Metropolitan Statistical Area)",1979,75773,
10180,"Abilene, TX (Metropolitan Statistical Area)",1980,78280,
10180,"Abilene, TX (Metropolitan Statistical Area)",1981,84737,
10180,"Abilene, TX (Metropolitan Statistical Area)",1982,86685,
10180,"Abilene, TX (Metropolitan Statistical Area)",1983,86693,
10180,"Abilene, TX (Metropolitan Statistical Area)",1984,87720,
10180,"Abilene, TX (Metropolitan Statistical Area)",1985,88722,
10180,"Abilene, TX (Metropolitan Statistical Area)",1986,83720,
10180,"Abilene, TX (Metropolitan Statistical Area)",1987,82965,
10180,"Abilene, TX (Metropolitan Statistical Area)",1988,83645,
10180,"Abilene, TX (Metropolitan Statistical Area)",1989,82367,
10180,"Abilene, TX (Metropolitan Statistical Area)",1990,80942,
10180,"Abilene, TX (Metropolitan Statistical Area)",1991,82259,
10180,"Abilene, TX (Metropolitan Statistical Area)",1992,82277,
10180,"Abilene, TX (Metropolitan Statistical Area)",1993,84362,
10180,"Abilene, TX (Metropolitan Statistical Area)",1994,85682,
10180,"Abilene, TX (Metropolitan Statistical Area)",1995,88181,
10180,"Abilene, TX (Metropolitan Statistical Area)",1996,89587,
10180,"Abilene, TX (Metropolitan Statistical Area)",1997,91934,
10180,"Abilene, TX (Metropolitan Statistical Area)",1998,92577,
10180,"Abilene, TX (Metropolitan Statistical Area)",1999,91417,
10180,"Abilene, TX (Metropolitan Statistical Area)",2000,91027,
10180,"Abilene, TX (Metropolitan Statistical Area)",2001,89511,4922831872
10180,"Abilene, TX (Metropolitan Statistical Area)",2002,90338,4979332096
10180,"Abilene, TX (Metropolitan Statistical Area)",2003,91132,5058615808
10180,"Abilene, TX (Metropolitan Statistical Area)",2004,91998,5174624768
10180,"Abilene, TX (Metropolitan Statistical Area)",2005,92937,5295114240
10180,"Abilene, TX (Metropolitan Statistical Area)",2006,94097,5724189184
10180,"Abilene, TX (Metropolitan Statistical Area)",2007,96484,5898490880
10180,"Abilene, TX (Metropolitan Statistical Area)",2008,99264,5973018112
10180,"Abilene, TX (Metropolitan Statistical Area)",2009,97269,5821602816
10180,"Abilene, TX (Metropolitan Statistical Area)",2010,96809,6010804224
10180,"Abilene, TX (Metropolitan Statistical Area)",2011,98193,6061340160
10180,"Abilene, TX (Metropolitan Statistical Area)",2012,99843,6222395904
10180,"Abilene, TX (Metropolitan Statistical Area)",2013,101199,6253650944
10180,"Abilene, TX (Metropolitan Statistical Area)",2014,102316,6335951872
10180,"Abilene, TX (Metropolitan Statistical Area)",2015,102611,6215814144
10180,"Abilene, TX (Metropolitan Statistical Area)",2016,102467,6113607168
10180,"Abilene, TX (Metropolitan Statistical Area)",2017,102799,6271260160
10180,"Abilene, TX (Metropolitan Statistical Area)",2018,104568,6572813824
10180,"Abilene, TX (Metropolitan Statistical Area)",2019,106629,6802738176
10180,"Abilene, TX (Metropolitan Statistical Area)",2020,105872,7037339136
10180,"Abilene, TX (Metropolitan Statistical Area)",2021,107895,
10420,"Akron, OH (Metropolitan Statistical Area)",1969,280847,
10420,"Akron, OH (Metropolitan Statistical Area)",1970,279931,
10420,"Akron, OH (Metropolitan Statistical Area)",1971,274958,
10420,"Akron, OH (Metropolitan Statistical Area)",1972,283207,
10420,"Akron, OH (Metropolitan Statistical Area)",1973,292971,
10420,"Akron, OH (Metropolitan Statistical Area)",1974,296332,
10420,"Akron, OH (Metropolitan Statistical Area)",1975,285325,
10420,"Akron, OH (Metropolitan Statistical Area)",1976,284907,
10420,"Akron, OH (Metropolitan Statistical Area)",1977,297537,
10420,"Akron, OH (Metropolitan Statistical Area)",1978,305459,
10420,"Akron, OH (Metropolitan Statistical Area)",1979,307763,
10420,"Akron, OH (Metropolitan Statistical Area)",1980,300754,
10420,"Akron, OH (Metropolitan Statistical Area)",1981,297681,
10420,"Akron, OH (Metropolitan Statistical Area)",1982,289691,
10420,"Akron, OH (Metropolitan Statistical Area)",1983,285981,
10420,"Akron, OH (Metropolitan Statistical Area)",1984,296150,
10420,"Akron, OH (Metropolitan Statistical Area)",1985,303855,
10420,"Akron, OH (Metropolitan Statistical Area)",1986,308919,
10420,"Akron, OH (Metropolitan Statistical Area)",1987,316920,
10420,"Akron, OH (Metropolitan Statistical Area)",1988,325266,
10420,"Akron, OH (Metropolitan Statistical Area)",1989,333052,
10420,"Akron, OH (Metropolitan Statistical Area)",1990,337124,
10420,"Akron, OH (Metropolitan Statistical Area)",1991,337813,
10420,"Akron, OH (Metropolitan Statistical Area)",1992,341070,
10420,"Akron, OH (Metropolitan Statistical Area)",1993,350680,
10420,"Akron, OH (Metropolitan Statistical Area)",1994,364299,
10420,"Akron, OH (Metropolitan Statistical Area)",1995,374193,
10420,"Akron, OH (Metropolitan Statistical Area)",1996,380965,
10420,"Akron, OH (Metropolitan Statistical Area)",1997,387561,
10420,"Akron, OH (Metropolitan Statistical Area)",1998,385717,
10420,"Akron, OH (Metropolitan Statistical Area)",1999,393612,
10420,"Akron, OH (Metropolitan Statistical Area)",2000,397340,
10420,"Akron, OH (Metropolitan Statistical Area)",2001,396954,28478470144
10420,"Akron, OH (Metropolitan Statistical Area)",2002,396663,29606053888
10420,"Akron, OH (Metropolitan Statistical Area)",2003,396391,30443223040
10420,"Akron, OH (Metropolitan Statistical Area)",2004,404591,31100063744
10420,"Akron, OH (Metropolitan Statistical Area)",2005,412097,31921117184
10420,"Akron, OH (Metropolitan Statistical Area)",2006,417595,31636803584
10420,"Akron, OH (Metropolitan Statistical Area)",2007,424012,32168886272
10420,"Akron, OH (Metropolitan Statistical Area)",2008,424079,31729364992
10420,"Akron, OH (Metropolitan Statistical Area)",2009,404521,29800947712
10420,"Akron, OH (Metropolitan Statistical Area)",2010,402554,30541930496
10420,"Akron, OH (Metropolitan Statistical Area)",2011,407811,30657593344
10420,"Akron, OH (Metropolitan Statistical Area)",2012,412049,30947889152
10420,"Akron, OH (Metropolitan Statistical Area)",2013,414502,31395241984
10420,"Akron, OH (Metropolitan Statistical Area)",2014,421225,32017694720
10420,"Akron, OH (Metropolitan Statistical Area)",2015,426047,32174516224
10420,"Akron, OH (Metropolitan Statistical Area)",2016,427371,32246910976
10420,"Akron, OH (Metropolitan Statistical Area)",2017,427997,32639492096
10420,"Akron, OH (Metropolitan Statistical Area)",2018,430286,33276923904
10420,"Akron, OH (Metropolitan Statistical Area)",2019,428462,33714016256
10420,"Akron, OH (Metropolitan Statistical Area)",2020,415505,31886411776
10420,"Akron, OH (Metropolitan Statistical Area)",2021,422869,
10500,"Albany, GA (Metropolitan Statistical Area)",1969,52605,
10500,"Albany, GA (Metropolitan Statistical Area)",1970,54371,
10500,"Albany, GA (Metropolitan Statistical Area)",1971,56006,
10500,"Albany, GA (Metropolitan Statistical Area)",1972,59514,
10500,"Albany, GA (Metropolitan Statistical Area)",1973,62897,
10500,"Albany, GA (Metropolitan Statistical Area)",1974,60104,
10500,"Albany, GA (Metropolitan Statistical Area)",1975,57820,
10500,"Albany, GA (Metropolitan Statistical Area)",1976,58539,
10500,"Albany, GA (Metropolitan Statistical Area)",1977,60289,
10500,"Albany, GA (Metropolitan Statistical Area)",1978,63127,
10500,"Albany, GA (Metropolitan Statistical Area)",1979,65194,
10500,"Albany, GA (Metropolitan Statistical Area)",1980,64930,
10500,"Albany, GA (Metropolitan Statistical Area)",1981,65616,
10500,"Albany, GA (Metropolitan Statistical Area)",1982,64644,
10500,"Albany, GA (Metropolitan Statistical Area)",1983,64805,
10500,"Albany, GA (Metropolitan Statistical Area)",1984,68104,
10500,"Albany, GA (Metropolitan Statistical Area)",1985,69838,
10500,"Albany, GA (Metropolitan Statistical Area)",1986,69663,
10500,"Albany, GA (Metropolitan Statistical Area)",1987,69817,
10500,"Albany, GA (Metropolitan Statistical Area)",1988,69309,
10500,"Albany, GA (Metropolitan Statistical Area)",1989,69849,
10500,"Albany, GA (Metropolitan Statistical Area)",1990,71183,
10500,"Albany, GA (Metropolitan Statistical Area)",1991,70695,
10500,"Albany, GA (Metropolitan Statistical Area)",1992,70547,
10500,"Albany, GA (Metropolitan Statistical Area)",1993,72265,
10500,"Albany, GA (Metropolitan Statistical Area)",1994,75195,
10500,"Albany, GA (Metropolitan Statistical Area)",1995,77353,
10500,"Albany, GA (Metropolitan Statistical Area)",1996,79382,
10500,"Albany, GA (Metropolitan Statistical Area)",1997,79818,
10500,"Albany, GA (Metropolitan Statistical Area)",1998,79360,
10500,"Albany, GA (Metropolitan Statistical Area)",1999,78769,
10500,"Albany, GA (Metropolitan Statistical Area)",2000,79557,
10500,"Albany, GA (Metropolitan Statistical Area)",2001,78011,5500406784
10500,"Albany, GA (Metropolitan Statistical Area)",2002,77100,5563164160
10500,"Albany, GA (Metropolitan Statistical Area)",2003,78282,5592672256
10500,"Albany, GA (Metropolitan Statistical Area)",2004,78126,5616384000
10500,"Albany, GA (Metropolitan Statistical Area)",2005,80177,5731305984
10500,"Albany, GA (Metropolitan Statistical Area)",2006,80621,5579561984
10500,"Albany, GA (Metropolitan Statistical Area)",2007,81153,5425193984
10500,"Albany, GA (Metropolitan Statistical Area)",2008,80663,5325588992
10500,"Albany, GA (Metropolitan Statistical Area)",2009,78714,5239598080
10500,"Albany, GA (Metropolitan Statistical Area)",2010,77793,5079304192
10500,"Albany, GA (Metropolitan Statistical Area)",2011,79189,5183358976
10500,"Albany, GA (Metropolitan Statistical Area)",2012,79388,5239023104
10500,"Albany, GA (Metropolitan Statistical Area)",2013,79694,5216222208
10500,"Albany, GA (Metropolitan Statistical Area)",2014,80577,5108418048
10500,"Albany, GA (Metropolitan Statistical Area)",2015,81418,5072872960
10500,"Albany, GA (Metropolitan Statistical Area)",2016,81655,5138393088
10500,"Albany, GA (Metropolitan Statistical Area)",2017,81911,5114139136
10500,"Albany, GA (Metropolitan Statistical Area)",2018,82473,5094218240
10500,"Albany, GA (Metropolitan Statistical Area)",2019,82670,5236578816
10500,"Albany, GA (Metropolitan Statistical Area)",2020,81176,5106104832
10500,"Albany, GA (Metropolitan Statistical Area)",2021,82150,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1969,29328,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1970,29190,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1971,30345,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1972,31600,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1973,33577,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1974,34924,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1975,35650,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1976,37031,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1977,38988,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1978,40485,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1979,41045,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1980,40737,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1981,39457,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1982,37614,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1983,38353,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1984,39132,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1985,39314,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1986,39908,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1987,40842,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1988,42853,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1989,44288,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1990,44792,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1991,44656,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1992,44762,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1993,46076,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1994,48997,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1995,51874,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1996,54263,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1997,55265,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1998,54813,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",1999,53186,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2000,52649,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2001,54749,3403158016
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2002,54136,3607465984
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2003,53710,3462932992
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2004,54697,3711971072
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2005,57088,3818544128
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2006,58162,4059596032
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2007,59546,3780851968
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2008,59473,3728555008
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2009,56122,3646449920
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2010,55562,3598065920
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2011,55341,3629679104
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2012,55676,3669758976
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2013,56161,3723625984
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2014,57670,3808197888
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2015,58997,3978790912
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2016,59658,4202318080
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2017,61769,4178034944
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2018,63407,4442515968
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2019,63361,4510279168
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2020,61891,4415386112
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2021,64271,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1969,332865,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1970,338712,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1971,347216,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1972,350334,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1973,358789,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1974,359694,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1975,354340,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1976,357485,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1977,366349,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1978,378544,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1979,385189,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1980,385427,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1981,383685,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1982,384637,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1983,387575,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1984,404423,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1985,419617,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1986,435382,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1987,442103,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1988,457684,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1989,468296,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1990,477904,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1991,474065,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1992,476931,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1993,483377,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1994,491282,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1995,484903,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1996,482555,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1997,487706,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1998,500443,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1999,512344,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2000,524195,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2001,516432,43695243264
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2002,514437,44491259904
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2003,518106,45807030272
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2004,524002,46952038400
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2005,530740,46941036544
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2006,534257,47303987200
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2007,540904,47364702208
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2008,543929,48189820928
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2009,535314,49013100544
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2010,528095,49358061568
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2011,531541,49585385472
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2012,537634,49695703040
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2013,543162,50248679424
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2014,548362,50850971648
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2015,556276,52150161408
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2016,563746,53454970880
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2017,570656,54627258368
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2018,575619,54926815232
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2019,574665,57338085376
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2020,545052,55357661184
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2021,556944,
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2001,448753,30106353664
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2002,448871,30593343488
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2003,454370,33335597056
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2004,466415,38033027072
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2005,476212,37980831744
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2006,494456,38543511552
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2007,503901,38162677760
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2008,503242,38026670080
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2009,486519,38940946432
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2010,477820,38201630720
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2011,476883,37723275264
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2012,476646,37344985088
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2013,479148,36486537216
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2014,483204,37116489728
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2015,489372,37462380544
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2016,497097,37989146624
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2017,502357,37928509440
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2018,508990,38731030528
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2019,511694,39854120960
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2020,493283,38733910016
10740,"Albuquerque, NM (Metropolitan Statistical Area)",2021,506910,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1969,148308,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1970,152994,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1971,164049,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1972,177980,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1973,187854,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1974,193502,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1975,198943,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1976,210271,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1977,221559,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1978,237762,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1979,247977,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1980,248765,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1981,250776,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1982,248041,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1983,259621,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1984,275851,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1985,290100,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1986,300497,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1987,314235,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1988,330259,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1989,336572,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1990,341067,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1991,348198,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1992,355488,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1993,370109,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1994,389822,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1995,411302,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1996,418022,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1997,425091,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1998,431253,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",1999,433808,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",2000,446700,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1969,52652,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1970,50427,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1971,52411,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1972,52809,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1973,55643,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1974,55277,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1975,55321,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1976,57332,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1977,58249,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1978,60432,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1979,60097,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1980,61010,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1981,61163,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1982,61401,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1983,62122,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1984,63636,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1985,63606,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1986,63566,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1987,64188,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1988,64413,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1989,65261,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1990,65706,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1991,65863,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1992,64337,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1993,65441,
10780,"Alexandria, LA (Metropolitan Statistical Area)",1994,66500,
