geofips,geoname,timeperiod,employment,GDP
24580,"Green Bay, WI (Metropolitan Statistical Area)",1979,114982,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1980,115673,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1981,114829,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1982,115900,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1983,117407,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1984,122659,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1985,126109,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1986,131147,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1987,132768,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1988,136000,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1989,138858,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1990,145741,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1991,147990,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1992,152470,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1993,157686,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1994,164348,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1995,170096,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1996,174894,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1997,179143,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1998,183607,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1999,190780,
24580,"Green Bay, WI (Metropolitan Statistical Area)",2000,196203,
24580,"Green Bay, WI (Metropolitan Statistical Area)",2001,195881,13900223488
24580,"Green Bay, WI (Metropolitan Statistical Area)",2002,195984,14233071616
24580,"Green Bay, WI (Metropolitan Statistical Area)",2003,199248,14686749696
24580,"Green Bay, WI (Metropolitan Statistical Area)",2004,204045,15155568640
24580,"Green Bay, WI (Metropolitan Statistical Area)",2005,205762,15496749056
24580,"Green Bay, WI (Metropolitan Statistical Area)",2006,206832,15744614400
24580,"Green Bay, WI (Metropolitan Statistical Area)",2007,209193,15872277504
24580,"Green Bay, WI (Metropolitan Statistical Area)",2008,207798,15824448512
24580,"Green Bay, WI (Metropolitan Statistical Area)",2009,202060,15291578368
24580,"Green Bay, WI (Metropolitan Statistical Area)",2010,201974,16028655616
24580,"Green Bay, WI (Metropolitan Statistical Area)",2011,204703,16379535360
24580,"Green Bay, WI (Metropolitan Statistical Area)",2012,206579,16829406208
24580,"Green Bay, WI (Metropolitan Statistical Area)",2013,208640,16767396864
24580,"Green Bay, WI (Metropolitan Statistical Area)",2014,210992,17699178496
24580,"Green Bay, WI (Metropolitan Statistical Area)",2015,213901,18140876800
24580,"Green Bay, WI (Metropolitan Statistical Area)",2016,215854,18298320896
24580,"Green Bay, WI (Metropolitan Statistical Area)",2017,218173,18189199360
24580,"Green Bay, WI (Metropolitan Statistical Area)",2018,221634,18769887232
24580,"Green Bay, WI (Metropolitan Statistical Area)",2019,220781,18811314176
24580,"Green Bay, WI (Metropolitan Statistical Area)",2020,213026,17853892608
24580,"Green Bay, WI (Metropolitan Statistical Area)",2021,217682,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1969,242658,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1970,247290,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1971,251788,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1972,262903,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1973,272867,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1974,272067,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1975,258218,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1976,268292,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1977,278421,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1978,291685,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1979,298117,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1980,296162,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1981,298011,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1982,295265,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1983,302975,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1984,320355,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1985,327294,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1986,338297,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1987,351897,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1988,364650,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1989,368711,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1990,373827,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1991,365866,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1992,368982,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1993,381473,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1994,391593,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1995,405535,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1996,414861,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1997,423430,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1998,427270,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1999,434398,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2000,437861,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2001,436712,34569465856
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2002,431446,35491028992
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2003,430127,35409580032
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2004,437752,35177447424
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2005,445612,36131647488
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2006,455391,37600317440
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2007,464629,37540233216
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2008,460767,37967319040
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2009,437294,37110980608
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2010,434446,37461053440
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2011,443003,38157312000
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2012,445779,36211519488
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2013,450699,36950441984
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2014,457315,36769144832
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2015,466161,37565882368
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2016,470826,37049581568
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2017,472718,37370052608
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2018,478611,37369360384
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2019,483289,37312376832
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2020,468408,35765653504
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2021,481205,
24780,"Greenville, NC (Metropolitan Statistical Area)",1969,31953,
24780,"Greenville, NC (Metropolitan Statistical Area)",1970,32746,
24780,"Greenville, NC (Metropolitan Statistical Area)",1971,33622,
24780,"Greenville, NC (Metropolitan Statistical Area)",1972,34854,
24780,"Greenville, NC (Metropolitan Statistical Area)",1973,36126,
24780,"Greenville, NC (Metropolitan Statistical Area)",1974,37100,
24780,"Greenville, NC (Metropolitan Statistical Area)",1975,37475,
24780,"Greenville, NC (Metropolitan Statistical Area)",1976,39729,
24780,"Greenville, NC (Metropolitan Statistical Area)",1977,40727,
24780,"Greenville, NC (Metropolitan Statistical Area)",1978,41601,
24780,"Greenville, NC (Metropolitan Statistical Area)",1979,43563,
24780,"Greenville, NC (Metropolitan Statistical Area)",1980,43433,
24780,"Greenville, NC (Metropolitan Statistical Area)",1981,44149,
24780,"Greenville, NC (Metropolitan Statistical Area)",1982,44824,
24780,"Greenville, NC (Metropolitan Statistical Area)",1983,46159,
24780,"Greenville, NC (Metropolitan Statistical Area)",1984,48581,
24780,"Greenville, NC (Metropolitan Statistical Area)",1985,49206,
24780,"Greenville, NC (Metropolitan Statistical Area)",1986,51663,
24780,"Greenville, NC (Metropolitan Statistical Area)",1987,53714,
24780,"Greenville, NC (Metropolitan Statistical Area)",1988,57254,
24780,"Greenville, NC (Metropolitan Statistical Area)",1989,59652,
24780,"Greenville, NC (Metropolitan Statistical Area)",1990,62264,
24780,"Greenville, NC (Metropolitan Statistical Area)",1991,61864,
24780,"Greenville, NC (Metropolitan Statistical Area)",1992,62509,
24780,"Greenville, NC (Metropolitan Statistical Area)",1993,64747,
24780,"Greenville, NC (Metropolitan Statistical Area)",1994,67248,
24780,"Greenville, NC (Metropolitan Statistical Area)",1995,71899,
24780,"Greenville, NC (Metropolitan Statistical Area)",1996,72840,
24780,"Greenville, NC (Metropolitan Statistical Area)",1997,73994,
24780,"Greenville, NC (Metropolitan Statistical Area)",1998,74574,
24780,"Greenville, NC (Metropolitan Statistical Area)",1999,77601,
24780,"Greenville, NC (Metropolitan Statistical Area)",2000,79638,
24780,"Greenville, NC (Metropolitan Statistical Area)",2001,80176,5608701952
24780,"Greenville, NC (Metropolitan Statistical Area)",2002,80735,5566473216
24780,"Greenville, NC (Metropolitan Statistical Area)",2003,81225,5542142976
24780,"Greenville, NC (Metropolitan Statistical Area)",2004,83747,5734483968
24780,"Greenville, NC (Metropolitan Statistical Area)",2005,86281,6195888128
24780,"Greenville, NC (Metropolitan Statistical Area)",2006,89256,6712178176
24780,"Greenville, NC (Metropolitan Statistical Area)",2007,93882,6968572928
24780,"Greenville, NC (Metropolitan Statistical Area)",2008,94593,6985532928
24780,"Greenville, NC (Metropolitan Statistical Area)",2009,91737,7230407168
24780,"Greenville, NC (Metropolitan Statistical Area)",2010,91866,7416351744
24780,"Greenville, NC (Metropolitan Statistical Area)",2011,93859,7492038144
24780,"Greenville, NC (Metropolitan Statistical Area)",2012,95599,7145367040
24780,"Greenville, NC (Metropolitan Statistical Area)",2013,96312,7545958912
24780,"Greenville, NC (Metropolitan Statistical Area)",2014,97888,7758315008
24780,"Greenville, NC (Metropolitan Statistical Area)",2015,98466,8424444928
24780,"Greenville, NC (Metropolitan Statistical Area)",2016,99318,8422699008
24780,"Greenville, NC (Metropolitan Statistical Area)",2017,100298,8706700288
24780,"Greenville, NC (Metropolitan Statistical Area)",2018,102520,8498463232
24780,"Greenville, NC (Metropolitan Statistical Area)",2019,103811,8502333952
24780,"Greenville, NC (Metropolitan Statistical Area)",2020,101689,8122522112
24780,"Greenville, NC (Metropolitan Statistical Area)",2021,104699,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1969,212268,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1970,218306,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1971,222013,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1972,236053,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1973,252272,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1974,260780,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1975,245959,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1976,258160,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1977,267903,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1978,279956,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1979,288304,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1980,291377,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1981,292183,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1982,286688,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1983,291548,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1984,304398,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1985,310248,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1986,318643,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1987,328469,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1988,345744,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1989,356698,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1990,364023,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1991,358319,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1992,358466,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1993,372522,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1994,383788,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1995,398851,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1996,409377,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1997,418744,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1998,427192,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1999,437552,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2000,448598,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2001,440664,32086032384
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2002,428775,33591721984
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2003,430601,34734059520
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2004,435716,31903494144
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2005,446423,32325736448
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2006,457273,32250757120
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2007,470173,33475883008
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2008,470312,33120264192
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2009,445295,31241146368
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2010,444311,32219111424
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2011,462592,33606543360
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2012,466221,33978112000
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2013,476285,34981580800
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2014,491119,36173996032
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2015,507362,37611307008
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2016,516705,38602022912
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2017,528416,39614832640
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2018,545637,40935198720
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2019,552765,41400905728
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2020,540221,40536268800
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2021,558712,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1969,116367,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1970,112864,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1971,115030,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1972,124008,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1973,131843,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1974,132344,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1975,135234,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1976,141736,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1977,146752,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1978,146760,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1979,143536,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1980,146515,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1981,148729,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1982,152498,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1983,144840,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1984,146949,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1985,151218,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1986,157309,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1987,156002,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1988,157632,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1989,157735,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1990,158430,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1991,162063,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1992,166982,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1993,182116,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1994,191732,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1995,190748,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1996,193142,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1997,199274,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1998,209623,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1999,216805,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2000,215671,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2001,213234,14598993920
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2002,212995,14679241728
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2003,215168,15809936384
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2004,215075,15826026496
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2005,205255,16367214592
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2006,201743,16930242560
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2007,214728,20872173568
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2008,217791,18786897920
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2009,213003,17722290176
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2010,213877,17552842752
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2011,212487,16682786816
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2012,212589,17102512128
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2013,214894,15675353088
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2014,215158,16565442560
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2015,214586,16101573632
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2016,217120,16497458176
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2017,219249,16663141376
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2018,221038,16173072384
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2019,222788,16666483712
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2020,218935,16384713728
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2021,226990,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1969,64623,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1970,63787,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1971,63139,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1972,65229,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1973,67813,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1974,69232,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1975,68440,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1976,69285,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1977,71627,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1978,74563,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1979,76992,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1980,75012,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1981,74580,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1982,72648,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1983,74170,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1984,77433,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1985,79572,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1986,82410,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1987,86730,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1988,90771,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1989,93713,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1990,96039,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1991,96187,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1992,95973,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1993,97861,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1994,99511,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1995,103577,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1996,105519,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1997,107820,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1998,109543,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1999,111434,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2000,113751,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2001,118685,7696467968
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2002,118963,7899671040
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2003,120742,8072591872
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2004,123473,8500961792
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2005,127898,8754318336
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2006,130836,9140126720
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2007,132391,9136959488
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2008,131015,9116454912
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2009,127113,8792842240
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2010,126562,8937676800
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2011,129309,9164015616
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2012,132926,9330281472
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2013,134166,9359712256
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2014,135347,9441671168
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2015,136190,9523989504
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2016,137003,9917572096
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2017,138452,10145086464
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2018,140342,10376525824
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2019,139220,10360780800
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2020,134734,9929994240
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2021,139258,
25220,"Hammond, LA (Metropolitan Statistical Area)",1969,21262,
25220,"Hammond, LA (Metropolitan Statistical Area)",1970,20955,
25220,"Hammond, LA (Metropolitan Statistical Area)",1971,21042,
25220,"Hammond, LA (Metropolitan Statistical Area)",1972,22132,
25220,"Hammond, LA (Metropolitan Statistical Area)",1973,23356,
25220,"Hammond, LA (Metropolitan Statistical Area)",1974,23840,
25220,"Hammond, LA (Metropolitan Statistical Area)",1975,23535,
25220,"Hammond, LA (Metropolitan Statistical Area)",1976,24397,
25220,"Hammond, LA (Metropolitan Statistical Area)",1977,24835,
25220,"Hammond, LA (Metropolitan Statistical Area)",1978,26739,
25220,"Hammond, LA (Metropolitan Statistical Area)",1979,26121,
25220,"Hammond, LA (Metropolitan Statistical Area)",1980,27010,
25220,"Hammond, LA (Metropolitan Statistical Area)",1981,27882,
25220,"Hammond, LA (Metropolitan Statistical Area)",1982,28300,
25220,"Hammond, LA (Metropolitan Statistical Area)",1983,28974,
25220,"Hammond, LA (Metropolitan Statistical Area)",1984,29761,
25220,"Hammond, LA (Metropolitan Statistical Area)",1985,30136,
25220,"Hammond, LA (Metropolitan Statistical Area)",1986,30240,
25220,"Hammond, LA (Metropolitan Statistical Area)",1987,29887,
25220,"Hammond, LA (Metropolitan Statistical Area)",1988,30165,
25220,"Hammond, LA (Metropolitan Statistical Area)",1989,30880,
25220,"Hammond, LA (Metropolitan Statistical Area)",1990,31266,
25220,"Hammond, LA (Metropolitan Statistical Area)",1991,32005,
25220,"Hammond, LA (Metropolitan Statistical Area)",1992,33722,
25220,"Hammond, LA (Metropolitan Statistical Area)",1993,35685,
25220,"Hammond, LA (Metropolitan Statistical Area)",1994,37632,
25220,"Hammond, LA (Metropolitan Statistical Area)",1995,39337,
25220,"Hammond, LA (Metropolitan Statistical Area)",1996,40716,
25220,"Hammond, LA (Metropolitan Statistical Area)",1997,41476,
25220,"Hammond, LA (Metropolitan Statistical Area)",1998,41204,
25220,"Hammond, LA (Metropolitan Statistical Area)",1999,42758,
25220,"Hammond, LA (Metropolitan Statistical Area)",2000,44352,
25220,"Hammond, LA (Metropolitan Statistical Area)",2001,46530,2456530944
25220,"Hammond, LA (Metropolitan Statistical Area)",2002,46879,2558290944
25220,"Hammond, LA (Metropolitan Statistical Area)",2003,48697,2782025984
25220,"Hammond, LA (Metropolitan Statistical Area)",2004,50294,3049236992
25220,"Hammond, LA (Metropolitan Statistical Area)",2005,52420,3387767040
25220,"Hammond, LA (Metropolitan Statistical Area)",2006,57421,3927567872
25220,"Hammond, LA (Metropolitan Statistical Area)",2007,59683,3690597888
25220,"Hammond, LA (Metropolitan Statistical Area)",2008,60137,3793600000
25220,"Hammond, LA (Metropolitan Statistical Area)",2009,59761,3604684032
25220,"Hammond, LA (Metropolitan Statistical Area)",2010,60129,3818804992
25220,"Hammond, LA (Metropolitan Statistical Area)",2011,60288,4291133952
25220,"Hammond, LA (Metropolitan Statistical Area)",2012,60275,3879236096
25220,"Hammond, LA (Metropolitan Statistical Area)",2013,60198,3603064064
25220,"Hammond, LA (Metropolitan Statistical Area)",2014,60853,3586515968
25220,"Hammond, LA (Metropolitan Statistical Area)",2015,60782,3398181120
25220,"Hammond, LA (Metropolitan Statistical Area)",2016,62733,3510063104
25220,"Hammond, LA (Metropolitan Statistical Area)",2017,64747,3806351104
25220,"Hammond, LA (Metropolitan Statistical Area)",2018,65207,3814912000
